 ,Name,ID,DG,DrugOrNonDrug,logP,formula,exactmass,NumberofCarbons,wienerindex,MSA,PSA,apolarsurfacearea,donorCount,acceptorCount,rotatablebondCount,atomCount,hydrogenCount,NHA,molecularpolarizability,aliphaticringCount,aromaticringCount,aromaticatomCount,balabanindex,hararyindex,bondCount,hyperwienerindex,plattindex,randicindex,ringCount,szegedindex,wienerpolarity,DG_NHA,DG_MW,DG_PSA,DG_MSA,DG_apolarSA,DG_Wiener,DG_P,DG_NoC
293,Trihexyphenidyl,DR293,-13.64,1,4.52,C20H31NO,301.24,20,1039,452.26,33.82,418.44,1,2,5,53,31,22,36.84,2,1,6,1.63,76.32,55,3474,212,22.85,3,1552,33,-0.62,-0.05,-0.4,-0.03,-0.03,-0.01,0,-0.68
294,Trimethaphan,DR294,-6.82,1,4.69,C22H25N2OS,365.17,22,1584,464.35,37.14,427.21,0,2,4,51,25,26,41.93,3,2,12,1.33,101.07,55,5724,204,22.62,5,2338,41,-0.26,-0.02,-0.18,-0.01,-0.02,0,0,-0.31
295,Trimethoprim,DR295,-16.21,1,1.32,C14H18N4O3,290.14,14,946,388.82,53.47,335.35,2,7,5,39,18,21,29.92,1,1,6,1.85,70.18,40,3232,130,17.37,2,1466,33,-0.77,-0.06,-0.3,-0.04,-0.05,-0.02,-0.78,-1.16
296,Trimetrexate,DR296,-14.51,1,2.04,C19H23N5O3,369.18,19,1952,491.01,53.47,437.54,3,8,6,50,23,27,40.3,1,2,12,1.5,101.84,52,8230,172,22.31,3,3180,47,-0.54,-0.04,-0.27,-0.03,-0.03,-0.01,-0.13,-0.76
297,Tripelennamine,DR297,-11.59,1,1.84,C16H21N3,255.17,16,742,379.38,40.07,339.31,0,3,6,40,21,19,31,1,1,6,1.65,58.78,41,2398,140,17.66,2,1030,23,-0.61,-0.05,-0.29,-0.03,-0.03,-0.02,-0.17,-0.72
298,Triprolidine,DR298,-12.42,1,4.01,C19H22N2,278.18,19,953,391.55,26.48,365.07,0,2,4,43,22,21,34.51,2,1,6,1.35,69.87,45,3219,158,19.04,3,1356,27,-0.59,-0.04,-0.47,-0.03,-0.03,-0.01,0,-0.65
299,Troglitazone,DR299,-9.01,1,3.6,C24H27NO5S,441.16,24,3093,560.07,110.16,449.91,2,7,5,58,27,31,46.81,2,2,12,1.08,122.89,61,15902,218,25.59,4,4911,53,-0.29,-0.02,-0.08,-0.02,-0.02,0,0,-0.38
300,Tubocurarine,DR300,-9.11,1,3.42,C37H41N2O6,609.3,37,6292,802.84,90.97,711.87,2,6,2,86,41,45,67.62,3,4,24,1.14,234.2,92,28021,330,38.26,7,17576,90,-0.2,-0.01,-0.1,-0.01,-0.01,0,0,-0.25
301,ValproicAcid,DR301,-4.49,1,2.74,C8H16O2,144.12,8,131,234.15,37.3,196.85,1,2,5,26,16,10,16.29,0,0,0,3.5,20.95,25,300,92,10.98,0,131,10,-0.45,-0.03,-0.12,-0.02,-0.02,-0.03,-0.01,-0.56
302,Vardenafil,DR302,-11.39,1,1.33,C23H32N6O4S,488.22,23,3398,642.54,141.67,500.87,1,8,7,66,32,34,51.32,3,1,6,1.4,146.28,69,15106,252,28.71,4,5313,61,-0.33,-0.02,-0.08,-0.02,-0.02,0,-0.53,-0.5
303,Vasopressin,DR303,-12.71,1,-4.29,C46H65N15O12S2,1083.44,46,29219,1292.76,284.55,1008.21,14,29,19,140,65,75,107.31,2,2,12,1.59,433.95,143,212193,500,61.82,4,44246,113,-0.17,-0.01,-0.04,-0.01,-0.01,0,-247860,-0.28
304,Venlafaxine,DR304,-11.08,1,2.83,C17H27NO2,277.2,17,792,421.02,43.05,377.97,1,3,5,47,27,20,32.62,1,1,6,2.03,66.2,48,2486,178,20.29,2,1170,30,-0.55,-0.04,-0.26,-0.03,-0.03,-0.01,-0.02,-0.65
305,Verapamil,DR305,-9.87,1,4.7,C27H38N2O4,454.28,27,3698,676.02,74.3,601.72,0,6,14,71,38,33,51.77,0,2,12,1.78,129.58,72,19459,256,30.77,2,4706,55,-0.3,-0.02,-0.13,-0.01,-0.02,0,0,-0.37
306,Vinblastine,DR306,-10.14,1,2.79,C46H58N4O9,810.42,46,11658,1050.83,185.15,865.68,3,12,10,117,58,59,88.07,6,3,15,1.09,371.16,125,55265,474,51.25,9,20687,140,-0.17,-0.01,-0.05,-0.01,-0.01,0,-0.02,-0.22
307,Vincristine,DR307,-8.63,1,2.59,C46H56N4O10,824.4,46,12104,1046.43,191.87,854.56,3,13,10,116,56,60,88.23,6,3,15,1.09,381.04,124,57408,468,50.95,9,21439,142,-0.14,-0.01,-0.04,-0.01,-0.01,0,-0.02,-0.19
308,Warfarin,DR308,-6.21,1,2.96,C19H16O4,308.1,19,1092,374.96,63.6,311.36,1,4,4,39,16,23,33.59,1,2,12,1.71,84.08,41,3477,136,17.69,3,1828,38,-0.27,-0.02,-0.1,-0.02,-0.02,-0.01,-0.01,-0.33
309,Zidovudine,DR309,-4.83,1,-0.76,C10H14N5O4,268.1,10,701,308.01,115.08,192.93,3,8,3,33,14,19,24.22,2,0,0,1.78,61.24,34,2197,116,14.22,2,989,29,-0.25,-0.02,-0.04,-0.02,-0.03,-0.01,-27.77,-0.48
310,Ziprasidone,DR310,-10.67,1,2.68,C21H21ClN4OS,412.11,21,2344,483.28,81.91,401.37,1,7,3,49,21,28,44.1,3,2,12,1,106.52,53,11279,190,21.91,5,3723,44,-0.38,-0.03,-0.13,-0.02,-0.03,0,-0.02,-0.51
311,Zolpidem,DR311,-10.98,1,1.21,C19H23N3O,309.18,19,1137,406.26,56.61,349.65,0,4,3,46,23,23,35.46,2,1,6,1.66,82.87,48,3784,170,20.23,3,1649,36,-0.48,-0.04,-0.19,-0.03,-0.03,-0.01,-0.68,-0.58
312,1a30,ND001,-5.86,0,-1.23,C15H25N3O8,375.16,15,1828,474.32,146.04,328.28,6,11,12,51,25,26,35.29,0,0,0,4.88,89.78,50,7512,174,22.27,0,1828,33,-0.23,-0.02,-0.04,-0.01,-0.02,0,-99.52,-0.39
313,1a4k,ND002,-10.91,0,0.06,C21H23N3O7,429.15,21,2710,499.07,118.05,381.02,3,10,6,54,23,31,41.58,3,1,6,1.29,128.29,57,12000,208,23.92,4,4194,54,-0.35,-0.03,-0.09,-0.02,-0.03,0,-9.5,-0.52
314,1a4r,ND003,-9.08,0,-5.28,C10H16N6O10P2,442.04,10,2115,463.3,225.94,237.36,7,14,6,44,16,28,35.61,3,0,0,1.5,108.54,46,8949,156,19.95,3,2720,44,-0.32,-0.02,-0.04,-0.02,-0.04,0,-1730158.33,-0.91
315,1a7x,ND004,-13.23,0,3.82,C51H76N2O14,940.53,51,20679,1250.74,215.01,1035.73,4,16,11,143,76,67,99.15,4,1,6,1.34,382.23,147,132966,552,61.75,5,35462,118,-0.2,-0.01,-0.06,-0.01,-0.01,0,0,-0.26
316,1a94,ND005,-10.71,0,0.9,C40H67N11O9,845.51,40,17999,1130.93,169.15,961.78,11,20,28,127,67,60,87.74,0,1,6,3.24,298.23,127,129339,454,55.08,1,18512,85,-0.18,-0.01,-0.06,-0.01,-0.01,0,-1.35,-0.27
317,1abo,ND006,-6.09,0,-0.29,C48H76N10O12S,1016.54,48,28494,1302.64,318,984.64,6,23,19,147,76,71,103.1,6,0,0,1.01,396.77,152,237349,582,63.3,6,29316,118,-0.09,-0.01,-0.02,0,-0.01,0,-11.87,-0.13
318,1af6,ND007,-2.49,0,-4.13,C12H22O11,342.12,12,1110,397.83,189.53,208.3,8,11,5,45,22,23,28.97,2,0,0,2.18,83.55,46,3625,166,20.11,2,1511,43,-0.11,-0.01,-0.01,-0.01,-0.01,0,-33589.18,-0.21
319,1afk,ND008,-9.03,0,-7.06,C10H16N5O13P3,507,10,2671,514.78,282.54,232.24,7,17,8,47,16,31,39.73,3,0,0,1.67,126.5,49,11193,164,21.41,3,3325,47,-0.29,-0.02,-0.03,-0.02,-0.04,0,-103678272,-0.9
320,1afl,ND009,-8.57,0,-7.06,C10H16N5O13P3,507,10,2671,516.68,282.54,234.14,7,17,8,47,16,31,39.73,3,0,0,1.67,126.63,49,11229,164,21.41,3,3325,47,-0.28,-0.02,-0.03,-0.02,-0.04,0,-98396765.36,-0.86
321,1aj7,ND010,-5.28,0,1.27,C11H14NO7P,303.05,11,981,366.51,139.46,227.05,2,8,8,34,14,20,26.98,0,1,6,2.22,60.65,34,3962,114,15.1,1,1233,24,-0.26,-0.02,-0.04,-0.01,-0.02,-0.01,-0.28,-0.48
322,1apv,ND011,-12.28,0,2.05,C24H44F2N4O6,522.32,24,4130,729.23,108.74,620.49,6,12,14,80,44,36,51.15,0,0,0,5.82,151.13,79,19551,292,34.13,0,4130,59,-0.34,-0.02,-0.11,-0.02,-0.02,0,-0.11,-0.51
323,1apw,ND012,-10.91,0,2.62,C24H44F2N4O5,506.33,24,3910,712.49,88.51,623.98,5,11,14,79,44,35,50.47,0,0,0,5.63,143.01,78,18551,290,33.57,0,3910,54,-0.31,-0.02,-0.12,-0.02,-0.02,0,-0.03,-0.45
324,1awi,ND013,-5.52,0,-0.88,C50H72N10O11,988.54,50,28655,1232.91,313.24,919.67,2,21,10,143,72,71,100.18,10,0,0,0.73,405.55,152,243690,602,61.63,10,30025,123,-0.08,-0.01,-0.02,0,-0.01,0,-41.87,-0.11
325,1ax0,ND014,-4.27,0,-2.13,C8H15NO6,221.09,8,354,271.13,107.22,163.91,5,7,2,30,15,15,19.52,1,0,0,2.48,42.85,30,923,106,13.27,1,518,23,-0.28,-0.02,-0.04,-0.02,-0.03,-0.01,-576.01,-0.53
326,1b05,ND015,-9.71,0,-1.26,C15H31N5O4S,377.21,15,1766,507.85,110.24,397.61,7,10,14,56,31,25,39.55,0,0,0,4.47,82.38,55,7779,196,24.25,0,1766,32,-0.39,-0.03,-0.09,-0.02,-0.02,-0.01,-176.69,-0.65
327,1b1h,ND016,-9.59,0,0.29,C22H37N5O4,435.28,22,3020,605.16,71.44,533.72,6,9,16,68,37,31,47.81,0,1,6,2.6,114.67,68,14030,242,29.62,1,3272,40,-0.31,-0.02,-0.13,-0.02,-0.02,0,-4.92,-0.44
328,1b32,ND017,-9.69,0,-0.65,C17H35N5O4S,405.24,17,2126,559.79,96.74,463.05,6,10,16,62,35,27,43.22,0,0,0,4.72,92.39,61,9424,220,26.65,0,2126,34,-0.36,-0.02,-0.1,-0.02,-0.02,0,-43.28,-0.57
329,1b3f,ND018,-9.39,0,-2.61,C18H33N7O4,411.26,18,2493,557.78,100.12,457.66,7,10,15,62,33,29,42.92,1,0,0,2.58,104.9,62,11079,220,27.03,1,2546,36,-0.32,-0.02,-0.09,-0.02,-0.02,0,-3825.3,-0.52
330,1b3g,ND019,-9.13,0,-0.29,C18H37N5O4,387.28,18,2080,559.88,71.44,488.44,6,9,15,64,37,27,41.99,0,0,0,4.84,93.75,63,9073,230,27.44,0,2080,36,-0.34,-0.02,-0.13,-0.02,-0.02,0,-17.8,-0.51
331,1b3l,ND020,-8.02,0,-2.04,C14H29N5O4,331.22,14,1506,459.74,71.44,388.3,6,9,13,52,29,23,34.65,0,0,0,4.02,70.97,51,6803,182,22.44,0,1506,27,-0.35,-0.02,-0.11,-0.02,-0.02,-0.01,-879.38,-0.57
332,1b40,ND021,-9.92,0,-0.18,C21H35N5O4,421.27,21,2719,581.76,71.44,510.32,6,9,15,65,35,30,45.98,0,1,6,2.71,110.34,65,12230,230,28.37,1,2962,39,-0.33,-0.02,-0.14,-0.02,-0.02,0,-15.01,-0.47
333,1b46,ND022,-7.2,0,-1.29,C17H33N5O4,371.25,17,1880,512.28,85.03,427.25,5,9,12,59,33,26,39.44,1,0,0,2.57,90.29,59,8162,218,25.4,1,1927,35,-0.28,-0.02,-0.08,-0.01,-0.02,0,-140.39,-0.42
334,1b51,ND023,-10.05,0,-2.64,C15H31N5O5,361.23,15,1766,496.81,91.67,405.14,7,10,14,56,31,25,37.14,0,0,0,4.47,82.38,55,7779,196,24.25,0,1766,32,-0.4,-0.03,-0.11,-0.02,-0.02,-0.01,-4386.98,-0.67
335,1b52,ND024,-9.7,0,-2.18,C16H33N5O5,375.25,16,1910,519.71,91.67,428.04,7,10,14,59,33,26,38.97,0,0,0,4.68,88.3,58,8341,208,25.5,0,1910,34,-0.37,-0.03,-0.11,-0.02,-0.02,-0.01,-1468.15,-0.61
336,1b58,ND025,-8.98,0,-0.47,C21H35N5O5,437.26,21,2972,594.49,91.67,502.82,7,10,15,66,35,31,46.63,0,1,6,2.65,115.84,66,13626,232,28.91,1,3296,41,-0.29,-0.02,-0.1,-0.02,-0.02,0,-26.5,-0.43
337,1b5i,ND026,-9.6,0,-3.12,C16H32N6O5,388.24,16,2102,523.81,88.51,435.3,7,11,15,59,32,27,39.72,0,0,0,4.78,93.09,58,9234,206,25.55,0,2102,34,-0.36,-0.02,-0.11,-0.02,-0.02,0,-12655.26,-0.6
338,1b5j,ND027,-10.14,0,-2.76,C17H34N6O5,402.26,17,2321,548.73,88.51,460.22,7,11,16,62,34,28,41.55,0,0,0,4.84,97.79,61,10346,218,26.8,0,2321,35,-0.36,-0.03,-0.11,-0.02,-0.02,0,-5834.96,-0.6
339,1b6h,ND028,-10.67,0,-0.58,C17H35N5O4,373.27,17,1933,535.97,71.44,464.53,6,9,15,61,35,26,40.16,0,0,0,4.62,87.48,60,8505,218,26.19,0,1933,33,-0.41,-0.03,-0.15,-0.02,-0.02,-0.01,-40.57,-0.63
340,1b7h,ND029,-10.91,0,-0.02,C18H37N5O4,387.28,18,2126,559.19,71.44,487.75,6,9,16,64,37,27,41.99,0,0,0,4.72,92.39,63,9424,230,27.44,0,2126,34,-0.4,-0.03,-0.15,-0.02,-0.02,-0.01,-11.42,-0.61
341,1b9j,ND030,-8.12,0,-0.08,C18H37N5O4,387.28,18,2102,560.61,71.44,489.17,6,9,15,64,37,27,41.99,0,0,0,4.78,93.09,63,9234,230,27.44,0,2102,34,-0.3,-0.02,-0.11,-0.01,-0.02,0,-9.76,-0.45
342,1bai,ND031,-10.5,0,0.9,C40H67N11O9,845.51,40,17999,1132.53,169.15,963.38,11,20,28,127,67,60,87.74,0,1,6,3.24,298.23,127,129339,454,55.08,1,18512,85,-0.18,-0.01,-0.06,-0.01,-0.01,0,-1.32,-0.26
343,1bb0,ND032,-11.4,0,0.94,C23H38N6O5S,510.26,23,4380,654.06,175.24,478.82,7,9,10,73,38,35,52.78,2,1,6,1.41,140.73,75,24154,268,31,3,5802,51,-0.33,-0.02,-0.07,-0.02,-0.02,0,-1.31,-0.5
344,1bcj,ND033,-5.05,0,-2.13,C8H15NO6,221.09,8,354,271.34,107.22,164.12,5,7,2,30,15,15,19.52,1,0,0,2.48,42.85,30,923,106,13.27,1,518,23,-0.34,-0.02,-0.05,-0.02,-0.03,-0.01,-681.23,-0.63
345,1bjr,ND034,-10.47,0,-3.82,C34H59N11O11,797.44,34,18551,1046.45,187.77,858.68,11,22,25,115,59,56,78.8,0,0,0,4.84,251.38,114,165389,408,49.58,0,18551,78,-0.19,-0.01,-0.06,-0.01,-0.01,0,-69174.6,-0.31
346,1bma,ND035,-6.25,0,4.3,C27H36F3N4O3,521.27,27,4606,695.25,63.24,632.01,3,10,12,73,36,37,52.02,0,2,12,1.98,155.23,74,22779,264,31.76,2,5470,53,-0.17,-0.01,-0.1,-0.01,-0.01,0,0,-0.23
347,1bn1,ND036,-12.74,0,0.31,C12H14N2O4S3,346.01,12,1017,393.22,113.28,279.94,2,7,4,35,14,21,34.17,0,2,11,1.71,69.05,36,3824,122,15.53,2,1306,29,-0.61,-0.04,-0.11,-0.03,-0.05,-0.01,-6.24,-1.06
348,1bn3,ND037,-13.49,0,-0.14,C13H12N2O5S3,371.99,13,1131,390.33,136.1,254.23,1,8,3,35,12,23,35.54,1,2,11,1.66,84.51,37,3866,124,15.76,3,1786,40,-0.59,-0.04,-0.1,-0.03,-0.05,-0.01,-18.62,-1.04
349,1bn4,ND038,-12.7,0,-0.21,C12H14N2O5S3,362.01,12,1180,407.52,122.51,285.01,2,8,5,36,14,22,34.97,0,2,11,1.62,73.38,37,4688,124,16.01,2,1526,31,-0.58,-0.04,-0.1,-0.03,-0.04,-0.01,-20.6,-1.06
350,1bnn,ND039,-13.64,0,-0.28,C13H14N2O5S3,374.01,13,1131,412.52,136.1,276.42,1,8,3,37,14,23,35.63,1,2,11,1.66,84.51,39,3866,136,16.44,3,1786,40,-0.59,-0.04,-0.1,-0.03,-0.05,-0.01,-25.99,-1.05
351,1bnq,ND040,-12.95,0,-2.13,C11H19N3O5S3,369.05,11,983,433.59,136.1,297.49,2,9,6,41,19,22,35.43,1,1,5,2.01,78.19,42,3130,154,17.68,2,1381,37,-0.59,-0.04,-0.1,-0.03,-0.04,-0.01,-1746.91,-1.18
352,1bnt,ND041,-13.36,0,-1.04,C13H14N2O6S3,390,13,1270,422.47,156.33,266.14,2,9,3,38,14,24,36.39,1,2,11,1.62,90.18,40,4479,138,17,3,2015,43,-0.56,-0.03,-0.09,-0.03,-0.05,-0.01,-146.49,-1.03
353,1bnu,ND042,-13.23,0,-2.26,C11H12N2O5S4,379.96,11,988,389.12,175.34,213.78,2,9,3,34,12,22,34.77,1,2,10,1.75,79.45,36,3222,126,15.22,3,1419,36,-0.6,-0.03,-0.08,-0.03,-0.06,-0.01,-2407.46,-1.2
354,1bnw,ND043,-12.39,0,-1.06,C9H10N2O4S4,337.95,9,750,350.12,141.52,208.6,2,8,4,29,10,19,31.15,0,2,10,1.64,60.09,30,2556,100,12.98,2,856,24,-0.65,-0.04,-0.09,-0.04,-0.06,-0.02,-142.26,-1.38
355,1btn,ND044,-6,0,-7.29,C6H15O15P3,419.96,6,1221,416.97,290.4,126.57,9,15,6,39,15,24,30.32,1,0,0,3.16,88.41,39,3934,132,17.67,1,1641,36,-0.25,-0.01,-0.02,-0.01,-0.05,0,-116990676,-1
356,1bxo,ND045,-13.64,0,2.32,C30H47N4O9P,638.31,30,6630,843.54,150.92,692.62,5,13,10,91,47,44,64.78,1,1,6,2.39,208.13,92,32669,336,39.29,2,10121,69,-0.31,-0.02,-0.09,-0.02,-0.02,0,-0.07,-0.45
357,1bxr,ND046,-4.64,0,-6.71,C10H17N6O12P3,506.01,10,2891,519.3,273.31,245.99,8,17,8,48,17,31,40.45,3,0,0,1.52,124.17,50,13562,168,21.85,3,3549,48,-0.15,-0.01,-0.02,-0.01,-0.02,0,-23796768.22,-0.46
358,1byk,ND047,-6.82,0,-5.54,C12H23O14P,422.08,12,1858,464.39,245.87,218.52,9,14,6,50,23,27,34.02,2,0,0,1.99,102.33,51,7293,182,22.37,2,2722,46,-0.25,-0.02,-0.03,-0.01,-0.03,0,-2364745.32,-0.57
359,1bzh,ND048,-9.23,0,-3.04,C39H51FN8O19S,986.3,39,21906,1141.37,357.59,783.78,13,29,16,119,51,68,89.4,1,1,6,2.61,379.16,120,143259,416,52.54,2,36929,107,-0.14,-0.01,-0.03,-0.01,-0.01,0,-10120.49,-0.24
360,1c3x,ND049,-5.02,0,-0.19,C5H4IN5O,276.95,5,178,202.36,74.43,127.93,3,4,0,16,4,12,19.12,2,0,0,1.89,32,17,382,52,7.43,2,295,16,-0.42,-0.02,-0.07,-0.02,-0.04,-0.03,-7.78,-1
361,1c4u,ND050,-14.14,0,-0.01,C23H29BrN6O5S,580.11,23,4541,620.55,127.3,493.25,3,11,8,65,29,36,53.61,3,1,6,1.17,151.61,68,24745,248,28.64,4,6263,61,-0.39,-0.02,-0.11,-0.02,-0.03,0,-14.47,-0.61
362,1c4v,ND051,-14.73,0,1.13,C30H36N6O3,528.28,30,5234,670.11,84.78,585.33,3,9,8,75,36,39,57.59,3,2,12,1.21,174.65,79,27362,284,33.27,5,7442,66,-0.38,-0.03,-0.17,-0.02,-0.03,0,-1.09,-0.49
363,1c5c,ND052,-9.49,0,0.45,C12H11NO7S2,345,12,946,369.52,142.57,226.95,3,8,3,33,11,22,33.03,0,2,10,2.07,79.48,34,2885,112,14.86,2,1568,37,-0.43,-0.03,-0.07,-0.03,-0.04,-0.01,-3.37,-0.79
364,1c70,ND053,-14.05,0,4.21,C39H48N4O5,652.36,39,9364,872.46,114.92,757.54,4,8,12,96,48,48,74.2,2,4,21,1,229.73,101,55155,366,42.45,6,12381,74,-0.29,-0.02,-0.12,-0.02,-0.02,0,0,-0.36
365,1ca8,ND054,-12.95,0,0.94,C23H38N6O5S,510.26,23,4380,652.63,175.24,477.39,7,9,10,73,38,35,52.78,2,1,6,1.41,140.73,75,24154,268,31,3,5802,51,-0.37,-0.03,-0.07,-0.02,-0.03,0,-1.49,-0.56
366,1cgl,ND055,-9.37,0,2.78,C33H47N5O7,625.35,33,8646,844.16,120.56,723.6,5,12,19,92,47,45,67.06,1,2,12,1.43,196.01,94,54242,336,40.23,3,9780,60,-0.21,-0.01,-0.08,-0.01,-0.01,0,-0.02,-0.28
367,1cil,ND056,-12.87,0,-0.43,C10H16N2O4S3,324.03,10,634,369.94,113.28,256.66,2,7,3,35,16,19,31.33,1,1,5,2,64.14,36,1777,134,15.11,2,918,33,-0.68,-0.04,-0.11,-0.03,-0.05,-0.02,-34.64,-1.29
368,1cka,ND057,-7.81,0,0.46,C46H79N11O8,913.61,46,23409,1242.44,190.92,1051.52,7,19,22,144,79,65,97.2,5,0,0,1.12,340.59,148,192061,570,61.66,5,24034,100,-0.12,-0.01,-0.04,-0.01,-0.01,0,-2.71,-0.17
369,1ct8,ND058,-8.9,0,1.85,C20H19Cl2F3N3O8P,587.02,20,4768,626.71,156.53,470.18,4,16,12,56,19,37,47.92,0,2,12,1.92,154.98,57,25012,192,24.94,2,6136,56,-0.24,-0.02,-0.06,-0.01,-0.02,0,-0.13,-0.45
370,1ctt,ND059,-6.17,0,-1.88,C9H14N2O5,230.09,9,414,259.21,90.23,168.98,4,7,2,30,14,16,20.84,2,0,0,1.79,48.41,31,1101,110,13.4,2,590,25,-0.39,-0.03,-0.07,-0.02,-0.04,-0.01,-468.04,-0.69
371,1d3d,ND060,-12.4,0,6.92,C32H35BrN2O2S,590.16,32,5319,703.7,84.88,618.82,1,5,9,73,35,38,64.58,2,4,21,0.99,163.04,78,30042,282,32.39,6,7718,56,-0.33,-0.02,-0.15,-0.02,-0.02,0,-0.00000149,-0.39
372,1d4k,ND061,-12.58,0,5.27,C41H54N4O6,698.4,41,10868,940.6,100.9,839.7,6,10,11,105,54,51,77.61,2,3,18,1.22,249.12,109,65102,396,46.14,5,15902,80,-0.25,-0.02,-0.12,-0.01,-0.01,0,-0.0000676,-0.31
373,1d6v,ND062,-8.42,0,3.39,C23H27NO4,381.19,23,2494,502.5,74.6,427.9,3,5,7,55,27,28,42.15,1,2,12,1.27,101.45,57,12847,202,24.43,3,3817,41,-0.3,-0.02,-0.11,-0.02,-0.02,0,0,-0.37
374,1dar,ND063,-6.76,0,-5.75,C10H15N5O11P2,443.02,10,2115,458.62,246.17,212.45,7,14,6,43,15,28,34.82,3,0,0,1.5,108.54,45,8949,152,19.57,3,2720,44,-0.24,-0.02,-0.03,-0.01,-0.03,0,-3801427.36,-0.68
375,1db1,ND064,-12.63,0,4.98,C27H44O3,416.33,27,2677,602.03,60.69,541.34,3,3,6,74,44,30,49.42,3,0,0,1.56,117.41,76,12495,294,31.81,3,3718,49,-0.42,-0.03,-0.21,-0.02,-0.02,0,0,-0.47
376,1det,ND065,-5.87,0,-4.52,C10H14N5O8P,363.06,10,1230,388.84,189.83,199.01,6,11,4,38,14,24,29.77,3,0,0,1.66,90.04,40,4050,136,17.3,3,1663,39,-0.24,-0.02,-0.03,-0.02,-0.03,0,-194373.97,-0.59
377,1dfo,ND066,-9.14,0,-1.03,C20H21N7O7,471.15,20,4127,535.82,168.44,367.38,6,14,9,55,21,34,44.14,2,1,6,1.42,135.54,57,23110,188,24.92,3,6061,54,-0.27,-0.02,-0.05,-0.02,-0.02,0,-97.94,-0.46
378,1dif,ND067,-14.54,0,4.01,C44H56F2N8O6,830.43,44,16308,1087.57,161.7,925.87,6,16,19,116,56,60,86.16,2,2,12,1.49,317.63,119,105496,416,51.22,4,18360,97,-0.24,-0.02,-0.09,-0.01,-0.02,0,0,-0.33
379,1dl7,ND068,-8.86,0,-0.82,C11H18N2O6P,305.09,11,949,400.42,111.39,289.03,1,8,7,38,18,20,28.24,0,1,6,2.29,61.66,38,3694,132,16.58,1,1201,24,-0.44,-0.03,-0.08,-0.02,-0.03,-0.01,-58.54,-0.81
380,1dmp,ND069,-13.03,0,4.78,C33H36N4O3,536.28,33,4837,699.69,84.71,614.98,4,7,8,76,36,40,60.79,1,4,24,1.37,188.38,80,20870,274,34.29,5,6986,68,-0.33,-0.02,-0.15,-0.02,-0.02,0,0,-0.39
381,1dud,ND070,-6.58,0,-4.77,C9H14N2O11P2,388.01,9,1460,392.86,211.78,181.08,5,13,6,38,14,24,30.49,2,0,0,1.78,83.97,39,5907,134,17.04,2,1846,33,-0.27,-0.02,-0.03,-0.02,-0.04,0,-387459.13,-0.73
382,1e2l,ND071,-5.85,0,-1.06,C12H16N2O4,252.11,12,567,297.38,89.87,207.51,3,6,2,34,16,18,24.43,3,0,0,1.73,58.96,36,1622,136,15.01,3,833,30,-0.33,-0.02,-0.07,-0.02,-0.03,-0.01,-67.17,-0.49
383,1e2n,ND072,-6.15,0,-2.57,C12H16N4O5,296.11,12,862,362.8,130.47,232.33,5,8,3,37,16,21,27.33,2,0,0,2.04,73.08,38,2648,134,16.33,2,1328,37,-0.29,-0.02,-0.05,-0.02,-0.03,-0.01,-2284.94,-0.51
384,1e4w,ND073,-10.36,0,-3.14,C41H51N9O14,893.36,41,20065,1061.76,276.01,785.75,12,23,28,115,51,64,86.9,1,2,12,1.79,336.29,117,137820,400,51.19,3,21457,90,-0.16,-0.01,-0.04,-0.01,-0.01,0,-14300.78,-0.25
385,1e4x,ND074,-10.35,0,-4.26,C36H52N10O12,816.38,36,15546,1005.87,239.04,766.83,11,22,24,110,52,58,79.72,1,1,6,2.24,292.55,111,102067,388,48.36,2,16152,85,-0.18,-0.01,-0.04,-0.01,-0.01,0,-188339.04,-0.29
386,le66,ND075,-13.49,0,4.43,C18H19ClN2,298.12,18,842,363.67,12.89,350.78,1,3,1,40,19,21,34.84,3,1,6,1.29,76.06,43,2609,158,17.72,4,1960,39,-0.64,-0.05,-1.05,-0.04,-0.04,-0.02,0,-0.75
387,1e6q,ND076,-4.3,0,-2.49,C6H11N4O4,203.08,6,262,233.07,125.77,107.3,5,6,1,25,11,14,16.88,1,1,5,2.19,40.97,26,581,90,11.38,2,424,24,-0.31,-0.02,-0.03,-0.02,-0.04,-0.02,-1328.83,-0.72
388,1elb,ND077,-9.76,0,4.09,C23H35F3N4O3,472.27,23,3502,633.6,51.21,582.39,4,10,13,68,35,33,46.3,0,1,6,2.7,128.52,68,16793,246,29.28,1,3988,46,-0.3,-0.02,-0.19,-0.02,-0.02,0,0,-0.42
389,1ele,ND078,-9.35,0,2.95,C17H19F6N3O3,427.13,17,2580,493.86,51.21,442.65,3,12,8,48,19,29,33.61,0,1,6,2.46,107.11,48,12379,168,20.84,1,3042,43,-0.32,-0.02,-0.18,-0.02,-0.02,0,-0.01,-0.55
390,1ent,ND079,-9.49,0,2.49,C32H51N6O7P,662.36,32,8198,908.22,153.3,754.92,6,12,19,97,51,46,69.19,1,1,6,2.13,211.05,98,45505,354,42.06,2,8672,62,-0.21,-0.01,-0.06,-0.01,-0.01,0,-0.03,-0.3
391,1epo,ND080,-10.86,0,3.1,C32H49F2N5O7,653.36,32,7856,860.13,131.56,728.57,6,14,15,95,49,46,64.7,2,1,6,1.79,217.05,97,41566,360,41.14,3,9017,74,-0.24,-0.02,-0.08,-0.01,-0.01,0,-0.01,-0.34
